"";"gene_id";"gene_type"
"2033914";"ENSG00000179094.9";"protein_coding"
"2034224";"ENSG00000263620.1";"protein_coding"
"2034239";"ENSG00000220205.4";"protein_coding"
"2034298";"ENSG00000179029.10";"protein_coding"
"2034386";"ENSG00000200463.1";"snoRNA"
"2034389";"ENSG00000266824.1";"lincRNA"
"2034394";"ENSG00000266638.1";"miRNA"
"2034397";"ENSG00000196544.6";"protein_coding"
"2034405";"ENSG00000271002.1";"pseudogene"
"2034408";"ENSG00000178999.8";"protein_coding"
"2034627";"ENSG00000178977.3";"lincRNA"
"2034632";"ENSG00000269928.1";"lincRNA"
"2034635";"ENSG00000178971.9";"protein_coding"
"2034812";"ENSG00000178921.9";"protein_coding"
"2035076";"ENSG00000269947.1";"lincRNA"
"2035079";"ENSG00000125434.6";"protein_coding"
"2035213";"ENSG00000108961.9";"protein_coding"
"2035273";"ENSG00000271029.1";"pseudogene"
"2035277";"ENSG00000198844.6";"protein_coding"
"2035387";"ENSG00000226871.1";"antisense"
"2035391";"ENSG00000212206.1";"snoRNA"
"2035394";"ENSG00000266279.1";"lincRNA"
"2035398";"ENSG00000184650.5";"protein_coding"
"2035421";"ENSG00000198150.2";"protein_coding"
"2035429";"ENSG00000265749.1";"antisense"
"2035443";"ENSG00000184619.3";"protein_coding"
"2035462";"ENSG00000263809.1";"protein_coding"
"2035480";"ENSG00000161970.8";"protein_coding"
"2035604";"ENSG00000189051.5";"protein_coding"
"2035623";"ENSG00000166579.11";"protein_coding"
"2035852";"ENSG00000133026.8";"protein_coding"
"2036254";"ENSG00000252363.1";"snRNA"
"2036257";"ENSG00000241708.2";"misc_RNA"
"2036260";"ENSG00000270606.1";"pseudogene"
"2036263";"ENSG00000244604.1";"pseudogene"
"2036266";"ENSG00000161973.6";"protein_coding"
"2036310";"ENSG00000183318.7";"protein_coding"
"2036354";"ENSG00000185156.4";"protein_coding"
"2036362";"ENSG00000174083.13";"protein_coding"
"2036520";"ENSG00000141506.9";"protein_coding"
"2036790";"ENSG00000266389.1";"lincRNA"
"2036794";"ENSG00000265975.1";"lincRNA"
"2036798";"ENSG00000065320.4";"protein_coding"
"2036865";"ENSG00000262966.2";"antisense"
"2036871";"ENSG00000170310.10";"protein_coding"
"2036984";"ENSG00000263708.2";"antisense"
"2036988";"ENSG00000225751.2";"antisense"
"2036995";"ENSG00000262815.1";"antisense"
"2036999";"ENSG00000263051.1";"antisense"
"2037003";"ENSG00000271851.1";"sense_intronic"
"2037006";"ENSG00000166596.10";"protein_coding"
"2037217";"ENSG00000241654.1";"pseudogene"
"2037220";"ENSG00000265349.1";"antisense"
"2037224";"ENSG00000154914.12";"protein_coding"
"2037358";"ENSG00000262296.1";"antisense"
"2037362";"ENSG00000184544.7";"protein_coding"
"2037406";"ENSG00000214978.6";"protein_coding"
"2037425";"ENSG00000065325.8";"protein_coding"
"2037526";"ENSG00000265593.1";"pseudogene"
"2037529";"ENSG00000109047.7";"protein_coding"
"2037544";"ENSG00000007237.14";"protein_coding"
"2037916";"ENSG00000221486.1";"miRNA"
"2037919";"ENSG00000264194.1";"protein_coding"
"2037927";"ENSG00000242692.1";"pseudogene"
"2037930";"ENSG00000273388.1";"antisense"
"2037934";"ENSG00000006788.8";"protein_coding"
"2037937";"tagnot_organism_supported";"tagappris_principal"
"2038191";"ENSG00000264067.1";"antisense"
"2038196";"ENSG00000272736.1";"antisense"
"2038207";"ENSG00000272975.1";"antisense"
"2038220";"ENSG00000133020.4";"protein_coding"
"2038306";"ENSG00000264424.1";"protein_coding"
"2038392";"ENSG00000109061.9";"protein_coding"
"2038478";"ENSG00000125414.14";"protein_coding"
"2038718";"ENSG00000214970.4";"antisense"
"2038737";"ENSG00000109063.10";"protein_coding"
"2038927";"ENSG00000261433.1";"lincRNA"
"2038930";"ENSG00000273290.1";"lincRNA"
"2038933";"ENSG00000133028.6";"protein_coding"
"2038985";"ENSG00000263388.1";"antisense"
"2038989";"ENSG00000170222.11";"protein_coding"
"2039030";"ENSG00000187824.4";"protein_coding"
"2039101";"ENSG00000264176.1";"pseudogene"
"2039106";"ENSG00000263400.2";"antisense"
"2039143";"ENSG00000264016.2";"lincRNA"
"2039150";"ENSG00000240813.2";"pseudogene"
"2039154";"ENSG00000266114.1";"lincRNA"
"2039159";"ENSG00000263429.3";"lincRNA"
"2039166";"ENSG00000233670.6";"protein_coding"
"2039176";"ENSG00000263508.1";"lincRNA"
"2039183";"ENSG00000207242.1";"snRNA"
"2039186";"ENSG00000244753.2";"pseudogene"
"2039190";"ENSG00000221701.1";"miRNA"
"2039193";"ENSG00000243346.2";"misc_RNA"
"2039196";"ENSG00000188803.10";"protein_coding"
"2039250";"ENSG00000253002.1";"miRNA"
"2039253";"ENSG00000264727.1";"lincRNA"
"2039256";"ENSG00000007174.13";"protein_coding"
"2039665";"ENSG00000263623.1";"miRNA"
"2039668";"ENSG00000263684.1";"antisense"
"2039672";"ENSG00000266368.1";"antisense"
"2039676";"ENSG00000154957.9";"protein_coding"
"2039782";"ENSG00000241185.2";"pseudogene"
"2039793";"ENSG00000065559.10";"protein_coding"
"2040032";"ENSG00000252707.1";"snRNA"
"2040035";"ENSG00000266297.1";"miRNA"
"2040038";"ENSG00000263648.1";"pseudogene"
"2040041";"ENSG00000265400.1";"lincRNA"
"2040047";"ENSG00000179136.2";"lincRNA"
"2040060";"ENSG00000141052.13";"protein_coding"
"2040164";"ENSG00000227274.1";"antisense"
"2040169";"ENSG00000273452.1";"protein_coding"
"2040190";"ENSG00000265489.1";"antisense"
"2040194";"ENSG00000006740.12";"protein_coding"
"2040463";"ENSG00000265503.1";"miRNA"
"2040466";"ENSG00000266152.1";"misc_RNA"
"2040469";"ENSG00000263707.1";"antisense"
"2040473";"ENSG00000006744.14";"protein_coding"
"2040920";"ENSG00000273098.1";"lincRNA"
"2040924";"ENSG00000234634.1";"lincRNA"
"2040931";"ENSG00000153976.2";"protein_coding"
"2040950";"ENSG00000266115.1";"miRNA"
"2040953";"ENSG00000221698.1";"miRNA"
"2040956";"ENSG00000236088.5";"processed_transcript"
"2040983";"ENSG00000265494.1";"lincRNA"
"2040986";"ENSG00000233852.1";"lincRNA"
"2040991";"ENSG00000266744.1";"lincRNA"
"2040996";"ENSG00000141028.6";"pseudogene"
"2041001";"ENSG00000006695.6";"protein_coding"
"2041100";"ENSG00000252305.1";"snoRNA"
"2041103";"ENSG00000231595.1";"antisense"
"2041108";"ENSG00000223510.2";"protein_coding"
"2041131";"ENSG00000262786.1";"lincRNA"
"2041135";"ENSG00000125430.4";"protein_coding"
"2041156";"ENSG00000266709.1";"lincRNA"
"2041159";"ENSG00000266378.1";"lincRNA"
"2041162";"ENSG00000230647.1";"lincRNA"
"2041169";"ENSG00000230897.1";"pseudogene"
"2041172";"ENSG00000226130.1";"lincRNA"
"2041176";"ENSG00000205325.1";"lincRNA"
"2041180";"ENSG00000238212.2";"lincRNA"
"2041186";"ENSG00000226156.1";"pseudogene"
"2041189";"ENSG00000232058.1";"lincRNA"
"2041193";"ENSG00000259944.1";"lincRNA"
"2041198";"ENSG00000265163.1";"lincRNA"
"2041202";"ENSG00000109099.9";"protein_coding"
"2041291";"ENSG00000238806.1";"snoRNA"
"2041294";"ENSG00000265110.1";"miRNA"
"2041297";"ENSG00000265445.1";"antisense"
"2041301";"ENSG00000230971.1";"lincRNA"
"2041305";"ENSG00000237377.2";"lincRNA"
"2041310";"ENSG00000125409.8";"protein_coding"
"2041429";"ENSG00000200437.1";"snRNA"
"2041432";"ENSG00000266667.1";"lincRNA"
"2041438";"ENSG00000239888.2";"misc_RNA"
"2041441";"ENSG00000239704.6";"protein_coding"
"2041470";"ENSG00000259024.2";"protein_coding"
"2041545";"ENSG00000175106.12";"protein_coding"
"2041719";"ENSG00000234324.1";"pseudogene"
"2041722";"ENSG00000223878.1";"pseudogene"
"2041725";"ENSG00000266538.1";"lincRNA"
"2041728";"ENSG00000181464.2";"protein_coding"
"2041736";"ENSG00000241322.4";"protein_coding"
"2041829";"ENSG00000251537.4";"protein_coding"
"2041869";"ENSG00000252129.1";"snoRNA"
"2041872";"ENSG00000223544.1";"pseudogene"
"2041875";"ENSG00000221926.7";"protein_coding"
"2042128";"ENSG00000266261.1";"antisense"
"2042132";"ENSG00000108452.1";"pseudogene"
"2042135";"ENSG00000187607.11";"protein_coding"
"2042373";"ENSG00000255104.3";"protein_coding"
"2042452";"ENSG00000233966.1";"pseudogene"
"2042455";"ENSG00000214946.9";"protein_coding"
"2042629";"ENSG00000233002.2";"antisense"
"2042641";"ENSG00000267227.1";"pseudogene"
"2042644";"ENSG00000233193.1";"lincRNA"
"2042648";"ENSG00000227255.1";"pseudogene"
"2042653";"ENSG00000235430.1";"pseudogene"
"2042657";"ENSG00000251829.1";"rRNA"
"2042660";"ENSG00000227018.1";"pseudogene"
"2042663";"ENSG00000179277.9";"pseudogene"
"2042666";"ENSG00000265519.1";"lincRNA"
"2042670";"ENSG00000233090.1";"pseudogene"
"2042673";"ENSG00000237057.2";"lincRNA"
"2042678";"ENSG00000227790.2";"pseudogene"
"2042693";"ENSG00000170425.3";"protein_coding"
"2042705";"ENSG00000214941.3";"protein_coding"
"2042953";"ENSG00000011295.11";"protein_coding"
"2043092";"ENSG00000141027.16";"protein_coding"
"2043684";"ENSG00000227782.1";"protein_coding"
"2043694";"ENSG00000243686.2";"pseudogene"
"2043697";"ENSG00000233979.1";"pseudogene"
"2043700";"ENSG00000252383.1";"snRNA"
"2043703";"ENSG00000199674.1";"snRNA"
"2043706";"ENSG00000239221.2";"misc_RNA"
"2043709";"ENSG00000108474.12";"protein_coding"
"2043866";"ENSG00000221355.1";"miRNA"
"2043869";"ENSG00000166582.5";"protein_coding"
"2043922";"ENSG00000170315.9";"protein_coding"
"2043985";"ENSG00000265401.1";"antisense"
"2043989";"ENSG00000265095.1";"pseudogene"
"2043992";"ENSG00000264739.1";"antisense"
"2043995";"ENSG00000187688.10";"protein_coding"
"2044122";"ENSG00000239203.1";"processed_transcript"
"2044126";"ENSG00000175061.13";"processed_transcript"
"2044309";"ENSG00000266651.1";"lincRNA"
"2044313";"ENSG00000181350.7";"protein_coding"
"2044342";"ENSG00000141040.10";"protein_coding"
"2044395";"ENSG00000266803.1";"sense_intronic"
"2044399";"ENSG00000235554.1";"pseudogene"
"2044402";"ENSG00000197566.5";"protein_coding"
"2044454";"ENSG00000264765.1";"lincRNA"
"2044458";"ENSG00000264359.1";"pseudogene"
"2044461";"ENSG00000231458.2";"pseudogene"
"2044464";"ENSG00000170160.12";"protein_coding"
"2044746";"ENSG00000266302.1";"protein_coding"
"2044804";"ENSG00000252446.1";"snRNA"
"2044807";"ENSG00000265680.1";"misc_RNA"
"2044810";"ENSG00000226478.2";"pseudogene"
"2044815";"ENSG00000188933.10";"pseudogene"
"2044871";"ENSG00000266129.1";"pseudogene"
"2044875";"ENSG00000272815.1";"processed_transcript"
"2044888";"ENSG00000264673.1";"antisense"
"2044892";"ENSG00000266486.1";"pseudogene"
"2044895";"ENSG00000264729.1";"lincRNA"
"2044899";"ENSG00000264892.1";"pseudogene"
"2044902";"ENSG00000226145.3";"pseudogene"
"2044928";"ENSG00000227300.8";"pseudogene"
"2044949";"ENSG00000131885.12";"pseudogene"
"2044981";"ENSG00000205312.4";"pseudogene"
"2045013";"ENSG00000229749.1";"pseudogene"
"2045016";"ENSG00000265853.1";"pseudogene"
"2045019";"ENSG00000128438.6";"pseudogene"
"2045054";"ENSG00000240505.4";"protein_coding"
"2045159";"ENSG00000230709.1";"lincRNA"
"2045164";"ENSG00000230969.2";"lincRNA"
"2045169";"ENSG00000260328.1";"lincRNA"
"2045172";"ENSG00000133030.15";"protein_coding"
"2045571";"ENSG00000225442.2";"antisense"
"2045575";"ENSG00000263624.1";"antisense"
"2045579";"ENSG00000206859.1";"snRNA"
"2045582";"ENSG00000243370.2";"misc_RNA"
"2045585";"ENSG00000179598.5";"protein_coding"
"2045595";"ENSG00000264187.1";"protein_coding"
"2045625";"ENSG00000154803.8";"protein_coding"
"2045720";"ENSG00000266498.1";"lincRNA"
"2045723";"ENSG00000226359.1";"pseudogene"
"2045726";"ENSG00000265109.1";"miRNA"
"2045729";"ENSG00000141030.8";"protein_coding"
"2045998";"ENSG00000205309.9";"protein_coding"
"2046066";"ENSG00000215030.4";"pseudogene"
"2046072";"ENSG00000227158.1";"pseudogene"
"2046075";"ENSG00000230865.1";"pseudogene"
"2046079";"ENSG00000201741.1";"misc_RNA"
"2046082";"ENSG00000141026.4";"protein_coding"
"2046114";"ENSG00000108551.4";"protein_coding"
"2046133";"ENSG00000133027.13";"protein_coding"
"2046294";"ENSG00000265511.1";"antisense"
"2046298";"ENSG00000206730.1";"snRNA"
"2046301";"ENSG00000264666.1";"antisense"
"2046305";"ENSG00000223979.2";"lincRNA"
"2046311";"ENSG00000108557.13";"protein_coding"
"2046372";"ENSG00000237328.1";"antisense"
"2046377";"ENSG00000226746.2";"antisense"
"2046380";"ENSG00000264167.1";"sense_intronic"
"2046384";"ENSG00000072310.12";"protein_coding"
"2046759";"ENSG00000207839.1";"miRNA"
"2046762";"ENSG00000175662.13";"protein_coding"
"2047054";"ENSG00000197815.3";"pseudogene"
"2047059";"ENSG00000171962.13";"protein_coding"
"2047350";"ENSG00000171953.11";"protein_coding"
"2047481";"ENSG00000230273.1";"pseudogene"
"2047484";"ENSG00000201378.1";"misc_RNA"
"2047487";"ENSG00000232344.2";"pseudogene"
"2047491";"ENSG00000141034.5";"protein_coding"
"2047547";"ENSG00000108591.5";"protein_coding"
"2047848";"ENSG00000091536.12";"protein_coding"
"2048230";"ENSG00000238691.1";"snoRNA"
"2048233";"ENSG00000266677.1";"antisense"
"2048241";"ENSG00000091542.8";"protein_coding"
"2048271";"ENSG00000131899.6";"protein_coding"
"2048339";"ENSG00000177731.11";"protein_coding"
"2048885";"ENSG00000177427.8";"protein_coding"
"2048980";"ENSG00000260647.1";"antisense"
"2048983";"ENSG00000177302.10";"protein_coding"
"2049346";"ENSG00000228000.1";"pseudogene"
"2049349";"ENSG00000237382.2";"pseudogene"
"2049353";"ENSG00000176994.9";"protein_coding"
"2049363";"ENSG00000267350.2";"lincRNA"
"2049366";"ENSG00000176974.13";"protein_coding"
"2049545";"ENSG00000214860.4";"protein_coding"
"2049577";"ENSG00000264177.1";"antisense"
"2049581";"ENSG00000267441.1";"pseudogene"
"2049584";"ENSG00000204471.3";"pseudogene"
"2049598";"ENSG00000220161.4";"lincRNA"
"2049602";"ENSG00000205266.5";"processed_transcript"
"2049636";"ENSG00000266162.1";"pseudogene"
"2049639";"ENSG00000240279.2";"pseudogene"
"2049647";"ENSG00000186831.7";"pseudogene"
"2049674";"ENSG00000214856.7";"pseudogene"
"2049717";"ENSG00000229526.2";"pseudogene"
"2049723";"ENSG00000227919.1";"pseudogene"
"2049726";"ENSG00000267492.1";"pseudogene"
"2049729";"ENSG00000230662.1";"pseudogene"
"2049732";"ENSG00000171916.12";"protein_coding"
"2049978";"ENSG00000167494.8";"pseudogene"
"2049983";"ENSG00000273018.1";"processed_transcript"
"2050088";"ENSG00000233327.6";"pseudogene"
"2050124";"ENSG00000213077.5";"protein_coding"
"2050132";"ENSG00000227689.1";"pseudogene"
"2050136";"ENSG00000154874.10";"pseudogene"
"2050232";"ENSG00000227077.2";"pseudogene"
"2050237";"ENSG00000264948.1";"misc_RNA"
"2050240";"ENSG00000189375.6";"protein_coding"
"2050354";"ENSG00000262262.1";"pseudogene"
"2050357";"ENSG00000174977.7";"pseudogene"
"2050362";"ENSG00000249459.4";"protein_coding"
"2050424";"ENSG00000264885.1";"sense_intronic"
"2050427";"ENSG00000240445.3";"pseudogene"
"2050430";"ENSG00000224126.2";"pseudogene"
"2050433";"ENSG00000108448.16";"protein_coding"
"2050651";"ENSG00000265693.1";"pseudogene"
"2050654";"ENSG00000171931.8";"protein_coding"
"2050818";"ENSG00000171928.9";"protein_coding"
"2050957";"ENSG00000265478.1";"lincRNA"
"2050960";"ENSG00000250111.3";"pseudogene"
"2050966";"ENSG00000141127.10";"protein_coding"
"2051443";"ENSG00000264485.1";"misc_RNA"
"2051446";"ENSG00000264273.1";"antisense"
"2051450";"ENSG00000235672.1";"pseudogene"
"2051453";"ENSG00000212618.1";"snoRNA"
"2051456";"ENSG00000154025.11";"protein_coding"
"2051666";"ENSG00000196893.3";"antisense"
"2051670";"ENSG00000188522.10";"protein_coding"
"2051729";"ENSG00000263045.1";"pseudogene"
"2051732";"ENSG00000154016.9";"protein_coding"
"2051797";"ENSG00000265185.2";"lincRNA"
"2051802";"ENSG00000262074.3";"lincRNA"
"2051807";"ENSG00000230197.2";"lincRNA"
"2051819";"ENSG00000265746.1";"pseudogene"
"2051825";"ENSG00000263394.1";"lincRNA"
"2051828";"ENSG00000228157.2";"protein_coding"
"2051871";"ENSG00000262202.3";"lincRNA"
"2051876";"ENSG00000189152.6";"protein_coding"
"2051928";"ENSG00000214844.3";"protein_coding"
"2051936";"ENSG00000262319.1";"antisense"
"2051939";"ENSG00000266664.1";"sense_intronic"
"2051943";"ENSG00000197665.5";"protein_coding"
"2051974";"ENSG00000262292.2";"lincRNA"
"2051977";"ENSG00000266311.2";"lincRNA"
"2051986";"ENSG00000261987.2";"pseudogene"
"2051993";"ENSG00000263934.2";"lincRNA"
"2051998";"ENSG00000264940.2";"lincRNA"
"2052003";"ENSG00000236022.2";"lincRNA"
"2052015";"ENSG00000263206.1";"pseudogene"
"2052022";"ENSG00000072134.11";"protein_coding"
"2052360";"ENSG00000230493.2";"protein_coding"
"2052371";"ENSG00000235397.1";"antisense"
"2052376";"ENSG00000265263.1";"antisense"
"2052380";"ENSG00000108641.10";"protein_coding"
"2052594";"ENSG00000221540.1";"miRNA"
"2052597";"ENSG00000166484.15";"protein_coding"
"2052761";"ENSG00000166482.7";"protein_coding"
"2052820";"ENSG00000128482.11";"protein_coding"
"2052877";"ENSG00000265126.1";"antisense"
"2052881";"ENSG00000227078.1";"lincRNA"
"2052885";"ENSG00000265335.1";"snoRNA"
"2052888";"ENSG00000235979.4";"lincRNA"
"2052914";"ENSG00000189343.6";"pseudogene"
"2052920";"ENSG00000231477.2";"lincRNA"
"2052924";"ENSG00000263726.1";"lincRNA"
"2052929";"ENSG00000142494.9";"protein_coding"
"2053236";"ENSG00000228331.2";"pseudogene"
"2053239";"ENSG00000266079.2";"sense_intronic"
"2053244";"ENSG00000262769.1";"antisense"
"2053250";"ENSG00000228983.4";"pseudogene"
"2053269";"ENSG00000263107.1";"pseudogene"
"2053272";"ENSG00000266179.2";"pseudogene"
"2053276";"ENSG00000271900.1";"pseudogene"
"2053280";"ENSG00000227225.1";"pseudogene"
"2053283";"ENSG00000242752.3";"pseudogene"
"2053286";"ENSG00000228725.3";"pseudogene"
"2053289";"ENSG00000224254.2";"pseudogene"
"2053292";"ENSG00000231625.4";"pseudogene"
"2053304";"ENSG00000072210.14";"protein_coding"
"2053624";"ENSG00000264932.2";"antisense"
"2053629";"ENSG00000252349.1";"snoRNA"
"2053632";"ENSG00000180638.13";"protein_coding"
"2053838";"ENSG00000262681.2";"lincRNA"
"2053841";"ENSG00000264785.1";"antisense"
"2053845";"ENSG00000108602.13";"protein_coding"
"2054090";"ENSG00000230607.3";"pseudogene"
"2054093";"ENSG00000083290.15";"protein_coding"
"2054292";"ENSG00000231096.1";"pseudogene"
"2054295";"ENSG00000270091.1";"lincRNA"
"2054301";"ENSG00000108599.10";"protein_coding"
"2054468";"ENSG00000266126.1";"sense_intronic"
"2054471";"ENSG00000261033.1";"antisense"
"2054474";"ENSG00000128487.12";"protein_coding"
"2054825";"ENSG00000225681.2";"pseudogene"
"2054828";"ENSG00000225014.1";"pseudogene"
"2054831";"ENSG00000212186.1";"snRNA"
"2054834";"ENSG00000263494.1";"lincRNA"
"2054838";"ENSG00000252971.1";"snRNA"
"2054841";"ENSG00000154898.11";"pseudogene"
"2054884";"ENSG00000266839.2";"sense_intronic"
"2054889";"ENSG00000266339.1";"misc_RNA"
"2054892";"ENSG00000214832.4";"pseudogene"
"2054901";"ENSG00000189423.7";"pseudogene"
"2054918";"ENSG00000237911.2";"pseudogene"
"2054922";"ENSG00000205217.3";"pseudogene"
"2054927";"ENSG00000265556.1";"lincRNA"
"2054931";"ENSG00000230528.3";"pseudogene"
"2054945";"ENSG00000170298.11";"protein_coding"
"2055041";"ENSG00000229586.2";"pseudogene"
"2055044";"ENSG00000263976.1";"pseudogene"
"2055047";"ENSG00000230088.1";"pseudogene"
"2055050";"ENSG00000214822.4";"pseudogene"
"2055084";"ENSG00000266925.1";"lincRNA"
"2055087";"ENSG00000231645.2";"pseudogene"
"2055101";"ENSG00000205215.4";"pseudogene"
"2055128";"ENSG00000266042.1";"pseudogene"
"2055131";"ENSG00000260907.1";"lincRNA"
"2055134";"ENSG00000265916.1";"pseudogene"
"2055137";"ENSG00000264981.1";"pseudogene"
"2055142";"ENSG00000235203.2";"pseudogene"
"2055156";"ENSG00000267075.1";"lincRNA"
"2055159";"ENSG00000230339.2";"pseudogene"
"2055162";"ENSG00000263946.1";"pseudogene"
"2055169";"ENSG00000235323.2";"pseudogene"
"2055172";"ENSG00000264422.1";"lincRNA"
"2055176";"ENSG00000214819.1";"protein_coding"
"2055186";"ENSG00000231258.2";"pseudogene"
"2055191";"ENSG00000188013.5";"pseudogene"
"2055196";"ENSG00000232889.2";"pseudogene"
"2055199";"ENSG00000226096.1";"pseudogene"
"2055202";"ENSG00000235546.2";"pseudogene"
"2055205";"ENSG00000227685.1";"lincRNA"
"2055211";"ENSG00000266364.1";"pseudogene"
"2055214";"ENSG00000236504.2";"pseudogene"
"2055222";"ENSG00000264874.1";"pseudogene"
"2055225";"ENSG00000226521.3";"pseudogene"
"2055245";"ENSG00000187870.7";"pseudogene"
"2055255";"ENSG00000218454.2";"pseudogene"
"2055258";"ENSG00000213671.3";"pseudogene"
"2055261";"ENSG00000226549.3";"pseudogene"
"2055264";"ENSG00000264215.1";"lincRNA"
"2055267";"ENSG00000264662.1";"pseudogene"
"2055270";"ENSG00000226981.2";"pseudogene"
"2055276";"ENSG00000205212.3";"protein_coding"
"2055300";"ENSG00000266369.1";"antisense"
"2055303";"ENSG00000233098.4";"antisense"
"2055395";"ENSG00000252483.1";"snRNA"
"2055398";"ENSG00000265790.1";"pseudogene"
