"";"gene_id";"gene_type"
"1174745";"ENSG00000181997.8";"pseudogene"
"1174754";"ENSG00000176134.4";"protein_coding"
"1174767";"ENSG00000225883.2";"pseudogene"
"1174775";"ENSG00000235932.2";"pseudogene"
"1174778";"ENSG00000156755.9";"IG_V_pseudogene"
"1174785";"ENSG00000239028.1";"miRNA"
"1174788";"ENSG00000271225.1";"pseudogene"
"1174791";"ENSG00000197550.3";"pseudogene"
"1174798";"ENSG00000223602.2";"pseudogene"
"1174805";"ENSG00000206804.1";"snRNA"
"1174808";"ENSG00000224599.1";"pseudogene"
"1174815";"ENSG00000236252.2";"pseudogene"
"1174824";"ENSG00000267085.1";"pseudogene"
"1174827";"ENSG00000204780.4";"IG_V_pseudogene"
"1174833";"ENSG00000204779.2";"protein_coding"
"1174841";"ENSG00000204778.4";"pseudogene"
"1174852";"ENSG00000231701.1";"pseudogene"
"1174860";"ENSG00000235893.5";"pseudogene"
"1174863";"ENSG00000237904.2";"pseudogene"
"1174866";"ENSG00000204776.5";"IG_V_pseudogene"
"1174873";"ENSG00000184659.4";"protein_coding"
"1174881";"ENSG00000147996.12";"protein_coding"
"1175426";"ENSG00000269337.1";"protein_coding"
"1175434";"ENSG00000233765.1";"pseudogene"
"1175439";"ENSG00000223780.2";"pseudogene"
"1175447";"ENSG00000226904.1";"antisense"
"1175451";"ENSG00000196873.11";"protein_coding"
"1175585";"ENSG00000228537.1";"protein_coding"
"1175591";"ENSG00000187559.4";"protein_coding"
"1175599";"ENSG00000234394.4";"lincRNA"
"1175619";"ENSG00000225337.1";"lincRNA"
"1175623";"ENSG00000154330.8";"protein_coding"
"1175710";"ENSG00000224958.1";"antisense"
"1175718";"ENSG00000233178.3";"antisense"
"1175736";"ENSG00000229019.1";"sense_intronic"
"1175740";"ENSG00000181778.4";"protein_coding"
"1175750";"ENSG00000226337.3";"lincRNA"
"1175757";"ENSG00000234506.1";"lincRNA"
"1175768";"ENSG00000224025.2";"pseudogene"
"1175771";"ENSG00000107242.13";"protein_coding"
"1175944";"ENSG00000187866.6";"protein_coding"
"1175952";"ENSG00000236998.2";"pseudogene"
"1175956";"ENSG00000236733.1";"antisense"
"1175961";"ENSG00000207000.1";"snRNA"
"1175964";"ENSG00000165059.5";"protein_coding"
"1175972";"ENSG00000165060.7";"protein_coding"
"1176042";"ENSG00000270236.1";"pseudogene"
"1176045";"ENSG00000119139.12";"protein_coding"
"1176382";"ENSG00000269295.1";"protein_coding"
"1176388";"ENSG00000135063.13";"protein_coding"
"1176488";"ENSG00000107282.5";"protein_coding"
"1176524";"ENSG00000243888.1";"3prime_overlapping_ncrna"
"1176528";"ENSG00000229312.2";"antisense"
"1176533";"ENSG00000261447.1";"lincRNA"
"1176536";"ENSG00000188647.8";"protein_coding"
"1176598";"ENSG00000225626.2";"lincRNA"
"1176608";"ENSG00000204711.4";"protein_coding"
"1176703";"ENSG00000241174.2";"misc_RNA"
"1176706";"ENSG00000165072.9";"protein_coding"
"1176743";"ENSG00000204706.10";"antisense"
"1176790";"ENSG00000222465.1";"snRNA"
"1176793";"ENSG00000268364.1";"antisense"
"1176799";"ENSG00000236801.1";"pseudogene"
"1176802";"ENSG00000198887.7";"protein_coding"
"1176870";"ENSG00000239180.1";"misc_RNA"
"1176873";"ENSG00000119138.3";"protein_coding"
"1176883";"ENSG00000083067.18";"protein_coding"
"1177614";"ENSG00000272232.1";"misc_RNA"
"1177617";"ENSG00000232086.1";"antisense"
"1177621";"ENSG00000223966.1";"antisense"
"1177625";"ENSG00000207935.1";"miRNA"
"1177628";"ENSG00000224437.2";"pseudogene"
"1177631";"ENSG00000229814.1";"pseudogene"
"1177634";"ENSG00000135048.9";"protein_coding"
"1177863";"ENSG00000271166.1";"pseudogene"
"1177866";"ENSG00000107362.9";"protein_coding"
"1177895";"ENSG00000200922.1";"misc_RNA"
"1177898";"ENSG00000155621.10";"protein_coding"
"1177976";"ENSG00000198100.1";"pseudogene"
"1177980";"ENSG00000236060.2";"pseudogene"
"1177983";"ENSG00000204669.5";"protein_coding"
"1178012";"ENSG00000224820.2";"pseudogene"
"1178015";"ENSG00000119125.12";"protein_coding"
"1178291";"ENSG00000235523.1";"lincRNA"
"1178295";"ENSG00000233933.2";"pseudogene"
"1178299";"ENSG00000252428.1";"rRNA"
"1178302";"ENSG00000225434.2";"lincRNA"
"1178315";"ENSG00000107372.8";"protein_coding"
"1178416";"ENSG00000230003.2";"pseudogene"
"1178419";"ENSG00000225947.1";"pseudogene"
"1178423";"ENSG00000165091.11";"protein_coding"
"1178599";"ENSG00000238402.1";"snoRNA"
"1178602";"ENSG00000236862.1";"pseudogene"
"1178605";"ENSG00000229753.1";"pseudogene"
"1178608";"ENSG00000236849.1";"lincRNA"
"1178624";"ENSG00000165092.8";"protein_coding"
"1178730";"ENSG00000228024.1";"pseudogene"
"1178738";"ENSG00000135046.9";"protein_coding"
"1178857";"ENSG00000221110.1";"miRNA"
"1178860";"ENSG00000221844.2";"pseudogene"
"1178863";"ENSG00000232590.1";"lincRNA"
"1178868";"ENSG00000236701.3";"pseudogene"
"1178871";"ENSG00000212454.1";"rRNA"
"1178874";"ENSG00000223368.2";"pseudogene"
"1178879";"ENSG00000227809.1";"lincRNA"
"1178884";"ENSG00000224825.2";"antisense"
"1178889";"ENSG00000198963.6";"protein_coding"
"1178939";"ENSG00000119121.17";"protein_coding"
"1179477";"ENSG00000202217.1";"misc_RNA"
"1179480";"ENSG00000270954.1";"pseudogene"
"1179483";"ENSG00000252159.1";"misc_RNA"
"1179486";"ENSG00000252758.1";"snRNA"
"1179489";"ENSG00000224297.2";"pseudogene"
"1179492";"ENSG00000135045.6";"protein_coding"
"1179502";"ENSG00000203321.2";"antisense"
"1179509";"ENSG00000156017.8";"protein_coding"
"1179569";"ENSG00000229587.2";"sense_intronic"
"1179573";"ENSG00000106733.16";"protein_coding"
"1179671";"ENSG00000134996.11";"protein_coding"
"1179697";"ENSG00000200041.1";"misc_RNA"
"1179700";"ENSG00000212316.1";"snRNA"
"1179703";"ENSG00000235707.2";"pseudogene"
"1179706";"ENSG00000236376.1";"lincRNA"
"1179710";"ENSG00000238598.1";"snoRNA"
"1179713";"ENSG00000264310.1";"miRNA"
"1179716";"ENSG00000234644.2";"pseudogene"
"1179719";"ENSG00000099139.9";"protein_coding"
"1179955";"ENSG00000238826.1";"miRNA"
"1179958";"ENSG00000231137.1";"pseudogene"
"1179962";"ENSG00000135002.7";"protein_coding"
"1180006";"ENSG00000234618.1";"pseudogene"
"1180009";"ENSG00000187210.8";"protein_coding"
"1180065";"ENSG00000233814.1";"pseudogene"
"1180069";"ENSG00000219149.4";"pseudogene"
"1180072";"ENSG00000241781.2";"miRNA"
"1180075";"ENSG00000106772.13";"protein_coding"
"1180343";"ENSG00000265488.1";"miRNA"
"1180346";"ENSG00000225937.1";"antisense"
"1180352";"ENSG00000230335.1";"pseudogene"
"1180355";"ENSG00000236604.1";"pseudogene"
"1180359";"ENSG00000229857.1";"pseudogene"
"1180363";"ENSG00000204612.1";"protein_coding"
"1180370";"ENSG00000232851.2";"pseudogene"
"1180375";"ENSG00000233526.1";"pseudogene"
"1180379";"ENSG00000232998.1";"antisense"
"1180383";"ENSG00000197969.7";"protein_coding"
"1181079";"ENSG00000156049.6";"protein_coding"
"1181104";"ENSG00000231373.1";"antisense"
"1181110";"ENSG00000228248.1";"pseudogene"
"1181113";"ENSG00000201711.1";"snRNA"
"1181116";"ENSG00000156052.6";"protein_coding"
"1181164";"ENSG00000233457.1";"pseudogene"
"1181167";"ENSG00000222452.1";"misc_RNA"
"1181170";"ENSG00000233947.1";"pseudogene"
"1181173";"ENSG00000228781.1";"pseudogene"
"1181176";"ENSG00000234819.1";"pseudogene"
"1181179";"ENSG00000148019.8";"protein_coding"
"1181392";"ENSG00000135069.9";"protein_coding"
"1181437";"ENSG00000270627.1";"pseudogene"
"1181440";"ENSG00000237257.1";"pseudogene"
"1181443";"ENSG00000226234.2";"pseudogene"
"1181446";"ENSG00000260995.1";"lincRNA"
"1181453";"ENSG00000186940.6";"pseudogene"
"1181456";"ENSG00000233086.3";"lincRNA"
"1181467";"ENSG00000106829.14";"protein_coding"
"1182040";"ENSG00000240979.1";"pseudogene"
"1182043";"ENSG00000270691.1";"pseudogene"
"1182046";"ENSG00000238002.2";"pseudogene"
"1182050";"ENSG00000232494.1";"lincRNA"
"1182054";"ENSG00000260564.1";"lincRNA"
"1182057";"ENSG00000230945.1";"lincRNA"
"1182061";"ENSG00000236521.1";"pseudogene"
"1182064";"ENSG00000232981.1";"pseudogene"
"1182067";"ENSG00000225901.1";"pseudogene"
"1182070";"ENSG00000221581.1";"miRNA"
"1182073";"ENSG00000234637.1";"pseudogene"
"1182076";"ENSG00000226798.1";"lincRNA"
"1182081";"ENSG00000228375.1";"pseudogene"
"1182084";"ENSG00000237072.1";"pseudogene"
"1182087";"ENSG00000196781.9";"protein_coding"
"1182232";"ENSG00000233926.1";"lincRNA"
"1182241";"ENSG00000207206.1";"snRNA"
"1182244";"ENSG00000263404.1";"miRNA"
"1182247";"ENSG00000252167.1";"rRNA"
"1182250";"ENSG00000200969.1";"snoRNA"
"1182253";"ENSG00000240632.2";"pseudogene"
"1182264";"ENSG00000230846.1";"lincRNA"
"1182268";"ENSG00000189357.4";"pseudogene"
"1182279";"ENSG00000267559.1";"lincRNA"
"1182291";"ENSG00000186788.8";"pseudogene"
"1182302";"ENSG00000237770.1";"pseudogene"
"1182305";"ENSG00000214929.3";"protein_coding"
"1182322";"ENSG00000231649.2";"pseudogene"
"1182332";"ENSG00000230360.1";"pseudogene"
"1182335";"ENSG00000235377.1";"pseudogene"
"1182338";"ENSG00000228430.4";"lincRNA"
"1182451";"ENSG00000225085.1";"lincRNA"
"1182455";"ENSG00000228046.2";"pseudogene"
"1182458";"ENSG00000228123.4";"pseudogene"
"1182461";"ENSG00000232749.1";"lincRNA"
"1182466";"ENSG00000233309.1";"pseudogene"
"1182469";"ENSG00000165105.9";"protein_coding"
"1182518";"ENSG00000251776.1";"misc_RNA"
"1182521";"ENSG00000229109.1";"antisense"
"1182526";"ENSG00000172159.11";"protein_coding"
"1182649";"ENSG00000251752.1";"snRNA"
"1182652";"ENSG00000237529.1";"antisense"
"1182656";"ENSG00000238608.1";"snoRNA"
"1182659";"ENSG00000252256.1";"snoRNA"
"1182662";"ENSG00000199483.1";"snRNA"
"1182665";"ENSG00000148057.11";"protein_coding"
"1182768";"ENSG00000135018.9";"protein_coding"
"1182853";"ENSG00000254473.1";"antisense"
"1182860";"ENSG00000165113.8";"protein_coding"
"1182968";"ENSG00000226877.3";"antisense"
"1182987";"ENSG00000231616.4";"antisense"
"1183044";"ENSG00000165115.10";"protein_coding"
"1183190";"ENSG00000165118.10";"protein_coding"
"1183230";"ENSG00000165119.14";"protein_coding"
"1183510";"ENSG00000207603.1";"miRNA"
"1183513";"ENSG00000235298.1";"antisense"
"1183517";"ENSG00000178966.11";"protein_coding"
"1183538";"ENSG00000202523.1";"misc_RNA"
"1183541";"ENSG00000227463.2";"lincRNA"
"1183552";"ENSG00000270166.1";"pseudogene"
"1183555";"ENSG00000197506.6";"protein_coding"
"1183646";"ENSG00000233262.1";"antisense"
"1183650";"ENSG00000228095.2";"pseudogene"
"1183656";"ENSG00000148053.11";"protein_coding"
"1183988";"ENSG00000226590.1";"pseudogene"
"1183991";"ENSG00000227412.1";"pseudogene"
"1183995";"ENSG00000135049.11";"protein_coding"
"1184307";"ENSG00000234424.1";"pseudogene"
"1184320";"ENSG00000229454.1";"lincRNA"
"1184325";"ENSG00000230303.1";"lincRNA"
"1184344";"ENSG00000165121.10";"pseudogene"
"1184355";"ENSG00000213711.3";"pseudogene"
"1184358";"ENSG00000231741.2";"pseudogene"
"1184363";"ENSG00000135040.11";"protein_coding"
"1184461";"ENSG00000135052.12";"protein_coding"
"1184573";"ENSG00000233713.2";"pseudogene"
"1184576";"ENSG00000187753.8";"protein_coding"
"1184606";"ENSG00000270688.1";"pseudogene"
"1184609";"ENSG00000223012.1";"misc_RNA"
"1184612";"ENSG00000135070.9";"protein_coding"
"1184665";"ENSG00000083223.13";"protein_coding"
"1184947";"ENSG00000214908.3";"pseudogene"
"1184950";"ENSG00000235819.1";"lincRNA"
"1184954";"ENSG00000222293.1";"snRNA"
"1184957";"ENSG00000232211.1";"lincRNA"
"1184962";"ENSG00000180447.5";"protein_coding"
"1184970";"ENSG00000226237.1";"lincRNA"
"1184979";"ENSG00000269994.1";"lincRNA"
"1184983";"ENSG00000231007.4";"pseudogene"
"1184988";"ENSG00000224887.1";"pseudogene"
"1184991";"ENSG00000204446.2";"protein_coding"
"1185001";"ENSG00000212421.1";"snoRNA"
"1185004";"ENSG00000228373.2";"pseudogene"
"1185007";"ENSG00000196730.8";"protein_coding"
"1185403";"ENSG00000219928.2";"pseudogene"
"1185406";"ENSG00000236709.1";"sense_intronic"
"1185410";"ENSG00000135047.10";"protein_coding"
"1185490";"ENSG00000237747.1";"pseudogene"
"1185493";"ENSG00000222408.1";"miRNA"
"1185496";"ENSG00000188029.4";"pseudogene"
"1185509";"ENSG00000232743.2";"pseudogene"
"1185512";"ENSG00000237743.2";"pseudogene"
"1185520";"ENSG00000234575.1";"pseudogene"
"1185529";"ENSG00000233884.1";"antisense"
"1185535";"ENSG00000214888.2";"antisense"
"1185539";"ENSG00000234460.1";"lincRNA"
"1185543";"ENSG00000177992.9";"protein_coding"
"1185557";"ENSG00000230246.3";"pseudogene"
"1185576";"ENSG00000238110.1";"pseudogene"
"1185579";"ENSG00000156345.13";"protein_coding"
"1185700";"ENSG00000271923.1";"snRNA"
"1185703";"ENSG00000217716.3";"pseudogene"
"1185706";"ENSG00000225385.3";"pseudogene"
"1185711";"ENSG00000177910.6";"pseudogene"
"1185723";"ENSG00000204429.4";"pseudogene"
"1185726";"ENSG00000229288.1";"pseudogene"
"1185731";"ENSG00000226327.3";"pseudogene"
"1185734";"ENSG00000252299.1";"snoRNA"
"1185737";"ENSG00000106723.12";"protein_coding"
"1185812";"ENSG00000227638.2";"pseudogene"
"1185815";"ENSG00000231804.1";"pseudogene"
"1185818";"ENSG00000130045.11";"protein_coding"
"1185845";"ENSG00000228189.4";"lincRNA"
"1185854";"ENSG00000265873.1";"miRNA"
"1185857";"ENSG00000225856.2";"pseudogene"
"1185860";"ENSG00000228658.1";"lincRNA"
"1185864";"ENSG00000186354.6";"protein_coding"
"1185896";"ENSG00000213694.3";"protein_coding"
"1185913";"ENSG00000231632.1";"lincRNA"
"1185916";"ENSG00000148082.5";"protein_coding"
"1185986";"ENSG00000224945.1";"sense_intronic"
"1185994";"ENSG00000123975.4";"protein_coding"
"1186006";"ENSG00000265112.1";"miRNA"
"1186009";"ENSG00000187742.10";"protein_coding"
"1186170";"ENSG00000187764.7";"protein_coding"
"1186688";"ENSG00000231799.2";"pseudogene"
"1186691";"ENSG00000225460.1";"pseudogene"
"1186694";"ENSG00000264913.1";"miRNA"
"1186697";"ENSG00000130222.6";"protein_coding"
"1186726";"ENSG00000237372.1";"lincRNA"
"1186730";"ENSG00000226206.1";"lincRNA"
"1186735";"ENSG00000236507.1";"lincRNA"
"1186739";"ENSG00000237626.1";"lincRNA"
"1186743";"ENSG00000227555.1";"lincRNA"
"1186749";"ENSG00000263967.1";"miRNA"
"1186752";"ENSG00000234910.2";"pseudogene"
"1186755";"ENSG00000185074.7";"pseudogene"
"1186758";"ENSG00000225072.1";"pseudogene"
"1186761";"ENSG00000231107.1";"lincRNA"
"1186770";"ENSG00000229613.1";"lincRNA"
"1186784";"ENSG00000165023.5";"protein_coding"
"1186794";"ENSG00000236316.2";"pseudogene"
"1186797";"ENSG00000270432.1";"pseudogene"
"1186800";"ENSG00000165025.10";"protein_coding"
"1186932";"ENSG00000228216.1";"lincRNA"
"1186936";"ENSG00000260454.1";"lincRNA"
"1186941";"ENSG00000230537.1";"lincRNA"
"1186946";"ENSG00000229694.2";"lincRNA"
"1186962";"ENSG00000237422.1";"lincRNA"
"1186966";"ENSG00000235641.3";"lincRNA"
"1186978";"ENSG00000230147.2";"pseudogene"
"1186981";"ENSG00000273381.1";"lincRNA"
"1186984";"ENSG00000148090.7";"protein_coding"
"1187067";"ENSG00000165030.3";"protein_coding"
"1187077";"ENSG00000233081.1";"lincRNA"
"1187081";"ENSG00000169071.10";"protein_coding"
"1187169";"ENSG00000228595.1";"pseudogene"
"1187172";"ENSG00000266855.1";"miRNA"
"1187175";"ENSG00000227399.1";"pseudogene"
"1187178";"ENSG00000237306.1";"pseudogene"
"1187181";"ENSG00000090054.9";"protein_coding"
"1187261";"ENSG00000232179.1";"pseudogene"
"1187264";"ENSG00000228069.1";"pseudogene"
"1187268";"ENSG00000238288.1";"pseudogene"
"1187271";"ENSG00000240791.1";"pseudogene"
"1187274";"ENSG00000227321.2";"pseudogene"
"1187277";"ENSG00000234537.1";"pseudogene"
"1187295";"ENSG00000225511.2";"processed_transcript"
"1187329";"ENSG00000238996.1";"snoRNA"
"1187332";"ENSG00000236717.2";"lincRNA"
"1187336";"ENSG00000224809.2";"pseudogene"
"1187339";"ENSG00000236115.1";"antisense"
"1187344";"ENSG00000196305.13";"protein_coding"
"1187710";"ENSG00000239183.1";"snoRNA"
"1187713";"ENSG00000198000.7";"protein_coding"
"1188323";"ENSG00000188312.9";"protein_coding"
"1188369";"ENSG00000229530.1";"pseudogene"
"1188373";"ENSG00000106809.6";"protein_coding"
"1188428";"ENSG00000127083.7";"protein_coding"
"1188440";"ENSG00000106819.7";"protein_coding"
"1188507";"ENSG00000106823.8";"protein_coding"
"1188580";"ENSG00000264158.1";"miRNA"
"1188583";"ENSG00000225551.1";"pseudogene"
"1188586";"ENSG00000127080.5";"protein_coding"
"1188636";"ENSG00000213669.2";"pseudogene"
"1188639";"ENSG00000185963.9";"protein_coding"
"1188680";"ENSG00000187984.8";"pseudogene"
"1188741";"ENSG00000252772.1";"snRNA"
"1188744";"ENSG00000226721.2";"pseudogene"
"1188747";"ENSG00000127081.9";"protein_coding"
"1188800";"ENSG00000226668.1";"pseudogene"
"1188823";"ENSG00000232843.2";"pseudogene"
"1188826";"ENSG00000188101.5";"pseudogene"
"1188841";"ENSG00000127084.13";"protein_coding"
"1189043";"ENSG00000157303.6";"protein_coding"
"1189089";"ENSG00000223446.1";"antisense"
"1189093";"ENSG00000165233.13";"protein_coding"
"1189157";"ENSG00000131669.5";"protein_coding"
"1189188";"ENSG00000203364.2";"lincRNA"
"1189193";"ENSG00000165238.12";"protein_coding"
"1189787";"ENSG00000204352.2";"protein_coding"
"1189803";"ENSG00000200570.1";"snRNA"
"1189806";"ENSG00000201074.1";"misc_RNA"
"1189809";"ENSG00000237385.1";"antisense"
"1189813";"ENSG00000227603.1";"antisense"
"1189817";"ENSG00000188938.11";"protein_coding"
"1189893";"ENSG00000048828.12";"protein_coding"
"1190086";"ENSG00000263875.1";"miRNA"
"1190089";"ENSG00000197724.6";"protein_coding"
"1190162";"ENSG00000265347.1";"miRNA"
"1190165";"ENSG00000231990.1";"lincRNA"
"1190169";"ENSG00000131668.9";"protein_coding"
"1190194";"ENSG00000235601.1";"lincRNA"
"1190202";"ENSG00000158079.10";"protein_coding"
"1190255";"ENSG00000227666.1";"pseudogene"
"1190258";"ENSG00000269946.1";"lincRNA"
"1190262";"ENSG00000199165.2";"miRNA"
"1190265";"ENSG00000199072.1";"miRNA"
"1190268";"ENSG00000269929.1";"lincRNA"
"1190271";"ENSG00000230262.2";"lincRNA"
"1190281";"ENSG00000199133.1";"miRNA"
"1190284";"ENSG00000238792.1";"snoRNA"
"1190287";"ENSG00000252723.1";"snRNA"
"1190290";"ENSG00000175787.12";"protein_coding"
"1190362";"ENSG00000237679.2";"pseudogene"
"1190365";"ENSG00000130950.9";"protein_coding"
"1190427";"ENSG00000232063.1";"lincRNA"
"1190432";"ENSG00000224815.3";"pseudogene"
"1190435";"ENSG00000148110.11";"protein_coding"
"1190490";"ENSG00000224245.1";"pseudogene"
"1190497";"ENSG00000202445.1";"snRNA"
"1190500";"ENSG00000231806.2";"antisense"
"1190505";"ENSG00000130957.4";"protein_coding"
"1190525";"ENSG00000165140.5";"protein_coding"
"1190579";"ENSG00000148120.10";"protein_coding"
"1190917";"ENSG00000252153.1";"miRNA"
"1190920";"ENSG00000230815.1";"sense_intronic"
"1190924";"ENSG00000236095.1";"sense_intronic"
"1190929";"ENSG00000224764.1";"antisense"
"1190933";"ENSG00000207563.1";"miRNA"
"1190936";"ENSG00000207864.1";"miRNA"
"1190939";"ENSG00000207617.2";"miRNA"
"1190942";"ENSG00000158169.7";"protein_coding"
"1191073";"ENSG00000229065.1";"antisense"
"1191077";"ENSG00000223849.1";"pseudogene"
"1191080";"ENSG00000251884.1";"rRNA"
"1191083";"ENSG00000238746.1";"snoRNA"
"1191086";"ENSG00000230221.2";"pseudogene"
"1191089";"ENSG00000271384.1";"lincRNA"
"1191092";"ENSG00000213761.4";"pseudogene"
"1191095";"ENSG00000237857.2";"lincRNA"
"1191099";"ENSG00000185920.11";"protein_coding"
"1191696";"ENSG00000271314.1";"antisense"
"1191699";"ENSG00000271155.1";"antisense"
"1191702";"ENSG00000271659.1";"antisense"
"1191705";"ENSG00000229345.1";"lincRNA"
"1191710";"ENSG00000228142.2";"lincRNA"
"1191718";"ENSG00000227358.1";"pseudogene"
"1191721";"ENSG00000175611.7";"processed_transcript"
"1191746";"ENSG00000268926.1";"protein_coding"
"1191753";"ENSG00000252847.1";"snRNA"
"1191756";"ENSG00000182150.11";"protein_coding"
"1191936";"ENSG00000199202.1";"rRNA"
"1191939";"ENSG00000237631.2";"pseudogene"
"1191942";"ENSG00000225194.2";"lincRNA"
"1191952";"ENSG00000237212.1";"lincRNA"
"1191960";"ENSG00000201938.1";"misc_RNA"
"1191963";"ENSG00000224546.2";"pseudogene"
"1191966";"ENSG00000130948.5";"protein_coding"
"1192047";"ENSG00000265367.1";"miRNA"
"1192050";"ENSG00000232283.1";"antisense"
"1192055";"ENSG00000207276.1";"snRNA"
"1192058";"ENSG00000130958.7";"protein_coding"
"1192140";"ENSG00000165244.6";"protein_coding"
"1192156";"ENSG00000238251.2";"pseudogene"
"1192159";"ENSG00000130956.9";"protein_coding"
"1192200";"ENSG00000081377.12";"protein_coding"
"1192525";"ENSG00000158122.7";"protein_coding"
"1192573";"ENSG00000224848.1";"lincRNA"
"1192577";"ENSG00000233820.2";"pseudogene"
"1192583";"ENSG00000081386.8";"protein_coding"
"1192634";"ENSG00000196597.7";"protein_coding"
"1192716";"ENSG00000196312.7";"protein_coding"
"1192753";"ENSG00000269907.1";"pseudogene"
"1192756";"ENSG00000227257.1";"pseudogene"
"1192759";"ENSG00000188152.8";"protein_coding"
"1192798";"ENSG00000236745.2";"pseudogene"
"1192801";"ENSG00000136943.6";"protein_coding"
"1192850";"ENSG00000197214.5";"pseudogene"
"1192853";"ENSG00000228376.3";"pseudogene"
"1192860";"ENSG00000228038.1";"pseudogene"
"1192863";"ENSG00000213612.3";"pseudogene"
"1192866";"ENSG00000159712.10";"pseudogene"
"1192884";"ENSG00000252721.1";"snRNA"
"1192887";"ENSG00000242375.1";"lincRNA"
"1192892";"ENSG00000188801.8";"pseudogene"
"1192897";"ENSG00000203279.3";"lincRNA"
"1192905";"ENSG00000235494.1";"lincRNA"
"1192909";"ENSG00000254876.1";"processed_transcript"
"1192940";"ENSG00000197816.9";"protein_coding"
"1193525";"ENSG00000255036.1";"processed_transcript"
"1193712";"ENSG00000254483.1";"pseudogene"
"1193716";"ENSG00000254633.1";"pseudogene"
"1193730";"ENSG00000221269.1";"miRNA"
"1193733";"ENSG00000228957.1";"pseudogene"
"1193746";"ENSG00000196116.6";"protein_coding"
"1193849";"ENSG00000136842.9";"protein_coding"
"1193919";"ENSG00000228174.3";"antisense"
"1193930";"ENSG00000136925.10";"protein_coding"
"1194028";"ENSG00000136937.8";"protein_coding"
"1194111";"ENSG00000231521.1";"antisense"
"1194116";"ENSG00000136936.6";"protein_coding"
"1194161";"ENSG00000214417.4";"pseudogene"
"1194165";"ENSG00000266608.1";"miRNA"
"1194168";"ENSG00000260677.1";"lincRNA"
"1194171";"ENSG00000236130.1";"lincRNA"
"1194175";"ENSG00000178919.7";"protein_coding"
"1194183";"ENSG00000136932.9";"protein_coding"
"1194239";"ENSG00000201830.1";"misc_RNA"
"1194242";"ENSG00000136929.8";"protein_coding"
"1194258";"ENSG00000136938.8";"protein_coding"
"1194287";"ENSG00000236896.1";"antisense"
"1194291";"ENSG00000212521.1";"snRNA"
"1194294";"ENSG00000095380.10";"protein_coding"
"1194342";"ENSG00000106785.10";"protein_coding"
"1194433";"ENSG00000106789.8";"protein_coding"
"1194490";"ENSG00000095383.15";"protein_coding"
"1194611";"ENSG00000224001.2";"pseudogene"
"1194615";"ENSG00000136928.4";"protein_coding"
"1194665";"ENSG00000229897.2";"pseudogene"
"1194668";"ENSG00000165138.12";"protein_coding"
"1194840";"ENSG00000119514.5";"protein_coding"
"1194868";"ENSG00000267026.1";"antisense"
"1194940";"ENSG00000229338.1";"pseudogene"
"1194944";"ENSG00000204291.6";"protein_coding"
"1195046";"ENSG00000270412.1";"antisense"
"1195049";"ENSG00000106799.8";"protein_coding"
"1195204";"ENSG00000252942.1";"rRNA"
"1195207";"ENSG00000227269.1";"lincRNA"
"1195211";"ENSG00000240235.2";"misc_RNA"
"1195214";"ENSG00000119523.8";"protein_coding"
"1195243";"ENSG00000106803.5";"protein_coding"
"1195273";"ENSG00000222337.1";"misc_RNA"
"1195276";"ENSG00000255815.2";"pseudogene"
"1195281";"ENSG00000271086.1";"lincRNA"
"1195314";"ENSG00000234860.1";"lincRNA"
"1195318";"ENSG00000237461.1";"lincRNA"
"1195327";"ENSG00000119508.13";"protein_coding"
"1195383";"ENSG00000255145.1";"antisense"
"1195388";"ENSG00000136874.6";"protein_coding"
"1195547";"ENSG00000254571.1";"antisense"
"1195551";"ENSG00000023318.7";"protein_coding"
"1195581";"ENSG00000234709.2";"pseudogene"
"1195584";"ENSG00000119509.8";"protein_coding"
"1195742";"ENSG00000239908.2";"misc_RNA"
"1195745";"ENSG00000238172.1";"pseudogene"
"1195751";"ENSG00000270995.1";"pseudogene"
"1195754";"ENSG00000231697.3";"pseudogene"
"1195757";"ENSG00000136891.9";"protein_coding"
"1195859";"ENSG00000263475.1";"miRNA"
"1195862";"ENSG00000066697.10";"protein_coding"
"1195909";"ENSG00000251349.3";"protein_coding"
"1195933";"ENSG00000241697.3";"protein_coding"
"1195983";"ENSG00000170681.6";"protein_coding"
"1195993";"ENSG00000200966.1";"misc_RNA"
"1195996";"ENSG00000237999.2";"pseudogene"
"1195999";"ENSG00000230161.1";"pseudogene"
"1196002";"ENSG00000229541.2";"pseudogene"
"1196005";"ENSG00000148123.10";"protein_coding"
"1196068";"ENSG00000238143.1";"pseudogene"
"1196071";"ENSG00000253041.1";"snoRNA"
"1196074";"ENSG00000227411.1";"pseudogene"
"1196079";"ENSG00000236763.2";"pseudogene"
"1196082";"ENSG00000230328.2";"pseudogene"
"1196087";"ENSG00000136881.7";"protein_coding"
"1196112";"ENSG00000234502.2";"pseudogene"
"1196116";"ENSG00000136897.6";"protein_coding"
"1196137";"ENSG00000136870.6";"protein_coding"
"1196173";"ENSG00000136872.13";"protein_coding"
"1196201";"ENSG00000270982.1";"pseudogene"
"1196204";"ENSG00000225376.1";"antisense"
"1196221";"ENSG00000165152.4";"protein_coding"
"1196258";"ENSG00000233055.1";"pseudogene"
"1196261";"ENSG00000155827.7";"protein_coding"
"1196347";"ENSG00000265068.1";"miRNA"
"1196350";"ENSG00000198785.4";"protein_coding"
"1196378";"ENSG00000188386.5";"protein_coding"
